TRAP[requestID=496104857, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 67 days, 21:37:22.59; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407188710; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 04:55:34; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL039_MBSC; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 9068; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1667; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 162614; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 04:59:18; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = NodeB ID=2802, RNC ID=12, NodeB Name=KBLMU202_AFGCHIN_OFFICE_ALOWODDIN_PARK, Alarm Cause=Port of the NodeB unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496188268, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 0:28:45.68; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407207037; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 07:45:59; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLHR02; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1555313; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 07:50:42; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=1, Slot No.=3, Subsystem No.=6, NodeB ID=2722, NodeB Name=KBLU222_DOBAI_MOBEL_BARAKI_JTTS_P3, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496191928, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 0:38:20.24; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407207062; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 07:46:39; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL039_MBSC; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 9068; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1667; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 163584; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 08:00:16; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = NodeB ID=3985, RNC ID=12, NodeB Name=KBLU485_AQA_ALI_SHAMS, Alarm Cause=Port of the NodeB unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496195238, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 0:45:52.30; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407197611; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 06:24:40; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL039_MBSC; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 9068; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1667; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 163079; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 08:07:48; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = NodeB ID=2976, RNC ID=12, NodeB Name=KBLU376_DOAGA_ABAD_DASHAT_BARCHI_MTN(KBL105)_P3, Alarm Cause=All cells of the NodeB unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496196413, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 0:48:22.21; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407205119; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 07:27:16; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLHR02; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1555299; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 08:10:22; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=0, Slot No.=15, Subsystem No.=3, NodeB ID=1136, NodeB Name=KBLU136_SARAK_E_GULDARA_Etisalat(KBL159)_P1, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496200363, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 0:56:45.45; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407209872; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 08:16:37; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLHR02; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1555335; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=1, Slot No.=20, Subsystem No.=4, NodeB ID=1156, NodeB Name=KBLU156_Shahrak_e_Sulh Kotal_e_Khairkhana_MTN(KBS075)_P1, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496200493, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 0:56:53.30; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407209872; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 08:16:37; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLHR02; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1555335; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 08:18:50; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=1, Slot No.=20, Subsystem No.=4, NodeB ID=1156, NodeB Name=KBLU156_Shahrak_e_Sulh Kotal_e_Khairkhana_MTN(KBS075)_P1, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496202133, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 1:00:29.23; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407210240; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 08:20:22; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = MZRHR01; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=361; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 532457; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=1, Slot No.=2, Subsystem No.=5, NodeB ID=4040, NodeB Name=MZRU040_BABA_YADGAR_KHAIRAN_PETROLEUM_OPEX_NAYAB, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496204278, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 1:05:56.63; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407210723; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 08:26:23; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBL039_MBSC; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 9068; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=1667; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 163730; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = NodeB ID=2370, RNC ID=12, NodeB Name=KBLU070_UN_CPX_P1, Alarm Cause=Port of the NodeB unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496208733, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 1:14:58.59; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407211662; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 08:34:51; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = KBLHR02; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=568; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 1555365; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=1, Slot No.=3, Subsystem No.=4, NodeB ID=2547, NodeB Name=KBLU147_Goldan_Path_Office_WAK_JTTS_P1, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
TRAP[requestID=496209358, errorStatus=Success(0), errorIndex=0, VBS[1.3.6.1.2.1.1.3.0 = 68 days, 1:16:22.79; 1.3.6.1.6.3.1.1.4.1.0 = 1.3.6.1.4.1.2011.2.15.2.4.3.3.0.1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.1.0 = 407202703; 1.3.6.1.4.1.2011.2.15.2.4.3.3.2.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.3.0 = 2025-03-03 07:07:14; 1.3.6.1.4.1.2011.2.15.2.4.3.3.4.0 = GZNHR01; 1.3.6.1.4.1.2011.2.15.2.4.3.3.5.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.6.0 = 172; 1.3.6.1.4.1.2011.2.15.2.4.3.3.7.0 = NE=300; 1.3.6.1.4.1.2011.2.15.2.4.3.3.8.0 = 113168; 1.3.6.1.4.1.2011.2.15.2.4.3.3.9.0 = 22214; 1.3.6.1.4.1.2011.2.15.2.4.3.3.10.0 = 7; 1.3.6.1.4.1.2011.2.15.2.4.3.3.11.0 = 6; 1.3.6.1.4.1.2011.2.15.2.4.3.3.12.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.13.0 = 2; 1.3.6.1.4.1.2011.2.15.2.4.3.3.14.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.15.0 = 2025-03-03 08:38:20; 1.3.6.1.4.1.2011.2.15.2.4.3.3.16.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.27.0 = Subrack No.=0, Slot No.=2, Subsystem No.=6, NodeB ID=5040, NodeB Name=GZNU040_QALA_E_AMIR_MOHD_KHAN_JTTS_P3, Alarm Cause=Port of the NodeB unavailable.; 1.3.6.1.4.1.2011.2.15.2.4.3.3.28.0 = NodeB Unavailable; 1.3.6.1.4.1.2011.2.15.2.4.3.3.29.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.30.0 = ; 1.3.6.1.4.1.2011.2.15.2.4.3.3.46.0 = < NE operator >; 1.3.6.1.4.1.2011.2.15.2.4.3.3.47.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.48.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.49.0 = 1; 1.3.6.1.4.1.2011.2.15.2.4.3.3.50.0 = 0; 1.3.6.1.4.1.2011.2.15.2.4.3.3.51.0 = ]]
